rentree_scolaire;academie;code_du_departement;departement;uai;nom;code_insee_de_la_commune;nom_de_la_commune;secteur;type_de_lycee;ips
2018-2019;VERSAILLES;95;VAL-D'OISE;0950947N;LYCEE POLYVALENT DE LA TOURELLE;95585;SARCELLES;public;LPO;82.6
2018-2019;VERSAILLES;95;VAL-D'OISE;0951090U;LYCEE PROFESSIONNEL PIERRE MENDES FRANCE LYCEE DES METIERS DE L ECO CONSTRUCTION ET DU BATIMENT;95680;VILLIERS LE BEL;public;LP;72.9
2018-2019;VERSAILLES;95;VAL-D'OISE;0951104J;LYCEE POLYVALENT JEAN PERRIN;95572;SAINT OUEN L AUMONE;public;LPO;115.4
2018-2019;VERSAILLES;95;VAL-D'OISE;0951147F;LYCEE GENERAL ET TECHNOLOGIQUE FRAGONARD;95313;L ISLE ADAM;public;LEGT;130.3
2018-2019;VERSAILLES;95;VAL-D'OISE;0951748J;LYCEE POLYVALENT EVARISTE GALOIS;95052;BEAUMONT SUR OISE;public;LPO;103.4
2018-2019;VERSAILLES;95;VAL-D'OISE;0951766D;LYCEE GENERAL ET TECHNOLOGIQUE SIMONE DE BEAUVOIR;95268;GARGES LES GONESSE;public;LEGT;80.2
2018-2019;VERSAILLES;95;VAL-D'OISE;0951811C;LYCEE POLYVALENT FERNAND ET NADIA LEGER LYCEE DES METIERS DU SOCIAL DE LA SANTE DES SERVICES;95018;ARGENTEUIL;public;LPO;82.4
2018-2019;VERSAILLES;95;VAL-D'OISE;0951974E;LYCEE POLYVALENT LOUIS ARMAND;95203;EAUBONNE;public;LPO;117.6
2018-2019;VERSAILLES;95;VAL-D'OISE;0952126V;LYCEE GENERAL PRIVE APPRENDRE AUTREMENT;95427;MONTMAGNY;privé sous contrat;LEGT;128.6
2018-2019;VERSAILLES;95;VAL-D'OISE;0952173W;LYCEE POLYVALENT EUGENE RONCERAY;95063;BEZONS;public;LPO;88.5
2018-2019;CORSE;;HAUTE-CORSE;7200011Z;LYCEE PROFESSIONNEL FRED SCAMARONI BASTIA;;BASTIA;public;LPO;85.9
2018-2019;CORSE;;HAUTE-CORSE;7200123W;LYCEE POLYVALENT DE BALAGNE;;L ILE ROUSSE;public;LPO;101
2018-2019;GUADELOUPE;971;GUADELOUPE;9710067W;LYCEE PROFESSIONNEL PRIVE BLANCHET;97109;GOURBEYRE;privé sous contrat;LP;74.4
2018-2019;GUADELOUPE;971;GUADELOUPE;9710690Y;LYCEE PROFESSIONNEL DUCHARMOY LYCEE DES METIERS DU COMMERCE DES SERVICES ET DE L ARTISANAT;97124;SAINT CLAUDE;public;LP;70.4
2018-2019;GUADELOUPE;971;GUADELOUPE;9710879D;LYCEE PROFESSIONNEL PRIVE BEL AIR;97103;BAIE MAHAULT;privé sous contrat;LP;80.1
2018-2019;GUADELOUPE;971;GUADELOUPE;9710882G;LYCEE GENERAL ET TECHNOLOGIQUE DES DROITS DE L HOMME;97118;PETIT BOURG;public;LEGT;100
2018-2019;GUADELOUPE;971;GUADELOUPE;9710923B;LYCEE GENERAL ET TECHNOLOGIQUE JARDIN D ESSAI;97101;LES ABYMES;public;LEGT;106.4
2018-2019;GUADELOUPE;971;GUADELOUPE;9710981P;LYCEE POLYVALENT ILES DU NORD;97801;SAINT MARTIN;public;LP;73.5
2018-2019;GUADELOUPE;971;GUADELOUPE;9711033W;LYCEE POLYVALENT POINTE NOIRE;97121;POINTE NOIRE;public;LPO;88.3
2018-2019;GUADELOUPE;971;GUADELOUPE;9711080X;LYCEE PROFESSIONNEL PRIVE DE COIFFURE ET D ESTHETIQUE;97101;LES ABYMES;privé sous contrat;LP;66.4
2018-2019;MARTINIQUE;972;MARTINIQUE;9720063L;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT JOSEPH DE CLUNY;97209;FORT DE FRANCE;privé sous contrat;LEGT;121.4
2018-2019;MARTINIQUE;972;MARTINIQUE;9720430K;LYCEE PROFESSIONNEL;97230;LA TRINITE;public;LP;73.4
2018-2019;MARTINIQUE;972;MARTINIQUE;9720468B;LYCEE PROFESSIONNEL RAYMOND NERIS LYCEE DES METIERS DU NAUTISME ET DES ACTIVITES DE PORT;97217;LE MARIN;public;LP;75.6
2018-2019;MARTINIQUE;972;MARTINIQUE;9720479N;LYCEE POLYVALENT PRIVE ADVENTISTE RAMA;97227;SAINTE LUCE;privé sous contrat;LPO;109.6
2018-2019;MARTINIQUE;972;MARTINIQUE;9720615L;LYCEE POLYVALENT PRIVE AMEP;97209;FORT DE FRANCE;privé sous contrat;LPO;91.4
2018-2019;MARTINIQUE;972;MARTINIQUE;9720692V;LYCEE GENERAL ET TECHNOLOGIQUE DU NORD ATLANTIQUE;97228;SAINTE MARIE;public;LPO;89.7
2018-2019;MARTINIQUE;972;MARTINIQUE;9720823M;LYCEE POLYVALENT DU NORD CARAIBE;97234;BELLEFONTAINE;public;LPO;92.6
2018-2019;GUYANE;973;GUYANE;9730108E;LYCEE GENERAL ET TECHNOLOGIQUE GASTON MONNERVILLE;97304;KOUROU;public;LEGT;88.8
2018-2019;GUYANE;973;GUYANE;9730309Y;LYCEE POLYVALENT MELKIOR GARRE LYCEE DES METIERS DE L HOTELLERIE ET DE LA RESTAURATION;97302;CAYENNE;public;LPO;80.6
2018-2019;GUYANE;973;GUYANE;9730423X;LYCEE POLYVALENT LAMA PREVOT;97309;REMIRE MONTJOLY;public;LPO;100.9
2018-2019;LA REUNION;974;LA REUNION;9740001H;LYCEE GENERAL ET TECHNOLOGIQUE LECONTE DE LISLE;97411;SAINT DENIS;public;LEGT;99.7
2018-2019;LA REUNION;974;LA REUNION;9740019C;LYCEE GENERAL ET TECHNOLOGIQUE AMBROISE VOLLARD;97416;SAINT PIERRE;public;LPO;89.7
2018-2019;LA REUNION;974;LA REUNION;9740575G;LYCEE PROFESSIONNEL FRANCOIS DE MAHY;97416;SAINT PIERRE;public;LP;64.6
2018-2019;LA REUNION;974;LA REUNION;9740737H;LYCEE PROFESSIONNEL DE L HORIZON;97411;SAINT DENIS;public;LP;64.8
2018-2019;LA REUNION;974;LA REUNION;9740787M;LYCEE GENERAL ET TECHNOLOGIQUE ANTOINE ROUSSIN;97414;SAINT LOUIS;public;LEGT;76.9
2018-2019;LA REUNION;974;LA REUNION;9740910W;LYCEE PROFESSIONNEL JEAN PERRIN;97409;SAINT ANDRE;public;LP;63.7
2018-2019;LA REUNION;974;LA REUNION;9740979W;LYCEE POLYVALENT JEAN HINGLO LYCEE DES METIERS DU BATIMENT ET DES TRAVAUX PUBLICS;97407;LE PORT;public;LPO;72.6
2018-2019;LA REUNION;974;LA REUNION;9741173G;LYCEE POLYVALENT MOULIN JOLI;97408;LA POSSESSION;public;LPO;100.6
2018-2019;LA REUNION;974;LA REUNION;9741270M;LYCEE POLYVALENT BEL AIR LYCEE DES METIERS DE L ARCHITECTURE METALLIQUE ET DES MATERIAUX DE SYNTHESE;97420;SAINTE SUZANNE;public;LPO;87.2
2018-2019;LA REUNION;974;LA REUNION;9741308D;LYCEE PROFESSIONNEL SAINT FRANCOIS XAVIER;97411;SAINT DENIS;privé sous contrat;LP;62.4
2018-2019;LA REUNION;974;LA REUNION;9741380G;LYCEE POLYVALENT DE ST PAUL 4;97415;SAINT PAUL;public;LPO;92.7
2018-2019;LA REUNION;974;LA REUNION;9741620T;LYCEE NORD BOIS DE NEFLES;97411;SAINT DENIS;public;LPO;87.1
2018-2019;MAYOTTE;976;MAYOTTE;9760125G;LYCEE POLYVALENT GUSTAVE EIFFEL DE KAHANI LYCEE DES METIERS;97614;OUANGANI;public;LPO;66
2018-2019;MAYOTTE;976;MAYOTTE;9760338N;LPO DE DEMBENI;97607;DEMBENI;public;LPO;65.6
2019-2020;LYON;01;AIN;0010001W;LYCEE PROFESSIONNEL ALEXANDRE BERARD LYCEE DES METIERS DE L ENERGIE ET DE L HABITAT;01004;AMBERIEU EN BUGEY;public;LP;90.5
2019-2020;LYON;01;AIN;0010010F;LYCEE GENERAL ET TECHNOLOGIQUE DU BUGEY;01034;BELLEY;public;LEGT;109.4
2019-2020;LYON;01;AIN;0010075B;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT JOSEPH;01249;MIRIBEL;privé sous contrat;LEGT;131.2
2019-2020;LYON;01;AIN;0011010T;LYCEE PROFESSIONNEL DU BUGEY;01034;BELLEY;public;LP;80.2
2019-2020;LYON;01;AIN;0011119L;LYCEE POLYVALENT ARBEZ CARME LYCEE DES METIERS DE LA PLASTURGIE ET DES OUTILLAGES;01031;BELLIGNAT;public;LPO;102.5
2019-2020;LYON;01;AIN;0011194T;LYCEE GENERAL ET TECHNOLOGIQUE DE LA PLAINE DE L AIN;01004;AMBERIEU EN BUGEY;public;LEGT;117.9
2019-2020;AMIENS;02;AISNE;0020031Y;LYCEE D ENSEIGNEMENT GENERAL ET TECHNOLOGIQUE FREDERIC ET IRENE JOLIOT CURIE;02381;HIRSON;public;LEGT;96.8
2019-2020;AMIENS;02;AISNE;0020048S;LYCEE GENERAL ET TECHNOLOGIQUE HENRI MARTIN;02691;SAINT QUENTIN;public;LEGT;100
2019-2020;AMIENS;02;AISNE;0020051V;LYCEE PROFESSIONNEL D ART LYCEE DES METIERS;02691;SAINT QUENTIN;public;LP;96.3
2019-2020;AMIENS;02;AISNE;0020089L;LYCEE PROFESSIONNEL FREDERIC ET IRENE JOLIOT CURIE LYCEE DES METIERS DE LA GESTION ET DE L INDUSTRIE;02381;HIRSON;public;LP;73
2019-2020;AMIENS;02;AISNE;0021872Z;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE LA PROVIDENCE;02408;LAON;privé sous contrat;LEGT;112.5
2019-2020;AMIENS;02;AISNE;0021874B;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT REMY;02722;SOISSONS;privé sous contrat;LEGT;115.2
2019-2020;AMIENS;02;AISNE;0022008X;LYCEE PROFESSIONNEL JEAN MACE LYCEE DES METIERS DU DEVELOPPEMENT DURABLE;02173;CHAUNY;public;LP;77.7
2019-2020;AMIENS;02;AISNE;0022022M;LYCEE D ENSEIGNEMENT TECHNOLOGIQUE PRIVE SAINTE SOPHIE;02095;BOHAIN EN VERMANDOIS;privé sous contrat;LEGT;91.3
2019-2020;AMIENS;02;AISNE;0022042J;LYCEE POLYVALENT JEAN BOUIN LYCEE DES METIERS DE LA MODE DES SERVICES A LA PERSONNE ET AUX COLLECTIVITES;02691;SAINT QUENTIN;public;LPO;72.5
2019-2020;CLERMONT-FERRAND;03;ALLIER;0030025L;LYCEE GENERAL MADAME DE STAEL;03185;MONTLUCON;public;LEGT;110.8
2019-2020;CLERMONT-FERRAND;03;ALLIER;0030073N;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINTE PROCULE;03118;GANNAT;privé sous contrat;LEGT;94.3
2019-2020;CLERMONT-FERRAND;03;ALLIER;0030105Y;LYCEE PROFESSIONNEL PRIVE SAINTE LOUISE;03185;MONTLUCON;privé sous contrat;LP;81.1
2019-2020;AIX-MARSEILLE;04;ALPES-DE-HTE-PROVENCE;0040010P;LYCEE GENERAL ET TECHNOLOGIQUE FELIX ESCLANGON;04112;MANOSQUE;public;LEGT;112.1
2019-2020;AIX-MARSEILLE;05;HAUTES-ALPES;0050006E;LYCEE GENERAL ET TECHNOLOGIQUE DOMINIQUE VILLARS;05061;GAP;public;LEGT;119.9
2019-2020;AIX-MARSEILLE;05;HAUTES-ALPES;0050027C;LYCEE PROFESSIONNEL PIERRE MENDES FRANCE;05179;VEYNES;public;LP;94.1
2019-2020;NICE;06;ALPES-MARITIMES;0060002V;LYCEE PROFESSIONNEL JACQUES DOLLE;06004;ANTIBES;public;LP;92.9
2019-2020;NICE;06;ALPES-MARITIMES;0060011E;LYCEE GENERAL CARNOT;06029;CANNES;public;LEGT;106.9
2019-2020;NICE;06;ALPES-MARITIMES;0060034E;LYCEE POLYVALENT HOTELIER TOURISME PAUL AUGIER LYCEE DES METIERS DE L HOTELLERIE ET DU TOURISME;06088;NICE;public;LPO;106.1
2019-2020;NICE;06;ALPES-MARITIMES;0060038J;LYCEE PROFESSIONNEL VAUBAN;06088;NICE;public;LP;79.6
2019-2020;NICE;06;ALPES-MARITIMES;0060082G;LYCEE PROFESSIONNEL LES EUCALYPTUS LYCEE DES SCIENCES APPLIQUEES AUX METIERS DE L INDUSTRIE;06088;NICE;public;LPO;90.6
2019-2020;NICE;06;ALPES-MARITIMES;0060677D;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SASSERNO;06088;NICE;privé sous contrat;LEGT;127.3
2019-2020;NICE;06;ALPES-MARITIMES;0060735S;LYCEE TECHNOLOGIQUE PRIVE LES FAUVETTES;06029;CANNES;privé sous contrat;LEGT;96.8
2019-2020;NICE;06;ALPES-MARITIMES;0061635V;LYCEE PROFESSIONNEL AUGUSTE ESCOFFIER;06027;CAGNES SUR MER;public;LP;89.6
2019-2020;NICE;06;ALPES-MARITIMES;0061760F;LYCEE GENERAL ET TECHNOLOGIQUE ALEXIS DE TOCQUEVILLE;06069;GRASSE;public;LEGT;119.3
2019-2020;NICE;06;ALPES-MARITIMES;0061852F;LYCEE TECHNOLOGIQUE PRIVE LA PROVIDENCE;06088;NICE;privé sous contrat;LEGT;111.8
2019-2020;GRENOBLE;07;ARDECHE;0070001N;LYCEE POLYVALENT PUBLIC BOISSY D ANGLAS LYCEE DES METIERS DE LA CREATION INDUSTRIELLE;07010;ANNONAY;public;LPO;101.5
2019-2020;GRENOBLE;07;ARDECHE;0070021K;LYCEE POLYVALENT VINCENT D INDY;07186;PRIVAS;public;LPO;112
2019-2020;GRENOBLE;07;ARDECHE;0070064G;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE JULES FROMENT;07019;AUBENAS;privé sous contrat;LEGT;112.3
2019-2020;GRENOBLE;07;ARDECHE;0071126L;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT DENIS;07010;ANNONAY;privé sous contrat;LEGT;109
2019-2020;REIMS;08;ARDENNES;0080006N;LYCEE GENERAL CHANZY;08105;CHARLEVILLE MEZIERES;public;LEGT;115
2019-2020;REIMS;08;ARDENNES;0080028M;LYCEE PROFESSIONNEL CHARLES DE GONZAGUE LYCEE DES METIERS DE L HABITAT;08105;CHARLEVILLE MEZIERES;public;LP;73.3
2019-2020;REIMS;08;ARDENNES;0080047H;LYCEE PROFESSIONNEL JEAN BAPTISTE CLEMENT LYCEE DES METIERS DE L AUTOMOBILE ET DE L INDUSTRIE;08409;SEDAN;public;LP;80.1
2019-2020;REIMS;08;ARDENNES;0080081V;LYCEE GENERAL PRIVE MABILLON;08409;SEDAN;privé sous contrat;LEGT;111.1
2019-2020;TOULOUSE;09;ARIEGE;0090003E;LYCEE PROFESSIONNEL JEAN DURROUX;09121;FERRIERES SUR ARIEGE;public;LP;79.9
2019-2020;TOULOUSE;09;ARIEGE;0090015T;LYCEE POLYVALENT PYRENE;09225;PAMIERS;public;LPO;107.5
2019-2020;TOULOUSE;09;ARIEGE;0090018W;LYCEE GENERAL DU COUSERANS;09261;SAINT GIRONS;public;LEGT;110.9
2019-2020;REIMS;10;AUBE;0100016N;LYCEE PROFESSIONNEL DENIS DIDEROT;10323;ROMILLY SUR SEINE;public;LP;79.3
2019-2020;REIMS;10;AUBE;0100063P;LYCEE PROFESSIONNEL PRIVE LEONIE AVIAT;10387;TROYES;privé sous contrat;LP;81.9
2019-2020;REIMS;10;AUBE;0101016A;LYCEE GENERAL ET TECHNOLOGIQUE EDOUARD HERRIOT;10362;SAINTE SAVINE;public;LEGT;111.4
2019-2020;MONTPELLIER;11;AUDE;0110007Y;LYCEE POLYVALENT JULES FIL LYCEE DES METIERS DE LA SANTE DU SOCIAL ET DE L INDUSTRIE;11069;CARCASSONNE;public;LPO;96.7
2019-2020;MONTPELLIER;11;AUDE;0110027V;LYCEE PROFESSIONNEL ÉDOUARD HERRIOT;11304;QUILLAN;public;LP;82.2
2019-2020;TOULOUSE;12;AVEYRON;0120014A;LYCEE PROFESSIONNEL JEAN VIGO;12145;MILLAU;public;LP;89.6
2019-2020;TOULOUSE;12;AVEYRON;0120024L;LYCEE GENERAL ET TECHNOLOGIQUE ALEXIS MONTEIL;12202;RODEZ;public;LEGT;111.4
2019-2020;TOULOUSE;12;AVEYRON;0120059Z;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT GABRIEL;12208;SAINT AFFRIQUE;privé sous contrat;LEGT;108.5
2019-2020;TOULOUSE;12;AVEYRON;0120096P;LYCEE PROFESSIONNEL DU BATIMENT LYCEE DES METIERS DU BOIS ET DE L HABITAT;12013;AUBIN;public;LP;95.8
2019-2020;TOULOUSE;12;AVEYRON;0121429N;LYCEE PROFESSIONNEL PRIVE LOUIS QUERBES LYCEE DES METIERS DES SECTEURS TERTIAIRES LYCEE DES METIERS PARAMEDICAUX ET SOCIAUX;12202;RODEZ;privé sous contrat;LP;104.8
2019-2020;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0130043B;LYCEE GENERAL ET TECHNOLOGIQUE VICTOR HUGO;13203;MARSEILLE 3E ARRONDISSEMENT;public;LEGT;69.2
2019-2020;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0130051K;LYCEE TECHNOLOGIQUE MARIE CURIE;13205;MARSEILLE 5E ARRONDISSEMENT;public;LEGT;81.1
2019-2020;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0130057S;LYCEE PROFESSIONNEL RENE CAILLIE LYCEE DES METIERS DU BATIMENT DES TRAVAUX PUBLICS ET DE LA TOPOGRAPHIE;13211;MARSEILLE 11E ARRONDISSEMENT;public;LP;75
2019-2020;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0130065A;LYCEE PROFESSIONNEL LA VISTE LYCEE DES METIERS DE LA SANTE ET DU SOCIAL;13215;MARSEILLE 15E ARRONDISSEMENT;public;LP;63.3
2019-2020;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0130146N;LYCEE PROFESSIONNEL LES ALPILLES LYCEE DES METIERS LES ALPILLES;13063;MIRAMAS;public;LP;81.2
2019-2020;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0130172S;LYCEE PROFESSIONNEL LEONARD DE VINCI;13207;MARSEILLE 7E ARRONDISSEMENT;public;LP;90.5
2019-2020;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0130175V;LYCEE GENERAL ET TECHNOLOGIQUE HONORE DAUMIER;13208;MARSEILLE 8E ARRONDISSEMENT;public;LEGT;116.4
2019-2020;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0131319N;LYCEE GENERAL PRIVE LA NATIVITE;13001;AIX EN PROVENCE;privé sous contrat;LEGT;147.1
2019-2020;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0131360H;LYCEE GENERAL PRIVE VIALA LACOSTE;13103;SALON DE PROVENCE;privé sous contrat;LEGT;132.8
2019-2020;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0131432L;LYCEE PROFESSIONNEL PRIVE SAINT ANDRE LYCEE DES METIERS DU TRANSPORT DE LA LOGISTIQUE ET DE LA MAINTENANCE DES VEHICULES INDUSTRIELS;13216;MARSEILLE 16E ARRONDISSEMENT;privé sous contrat;LP;67.7
2019-2020;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0131434N;LYCEE PROFESSIONNEL PRIVE ECOLE LIBRE DE METIERS LYCEE DES METIERS DU GENIE ELECTRIQUE ET THERMIQUE;13206;MARSEILLE 6E ARRONDISSEMENT;privé sous contrat;LP;89
2019-2020;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0131485U;LYCEE PROFESSIONNEL PRIVE LE ROCHER LYCEE DES METIERS DES SOINS ET SERVICES A LA PERSONNE;13103;SALON DE PROVENCE;privé sous contrat;LP;91.8
2019-2020;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0131606A;LYCEE PROFESSIONNEL LA CALADE LYCEE DES METIERS DE LA MODE ET DU TERTIAIRE;13215;MARSEILLE 15E ARRONDISSEMENT;public;LP;60.3
2019-2020;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0131675A;LYCEE PROFESSIONNEL PRIVE SAINTE ELISABETH;13106;SEPTEMES LES VALLONS;privé sous contrat;LP;84.1
2019-2020;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0131862D;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE LE SACRE COEUR;13001;AIX EN PROVENCE;privé sous contrat;LEGT;129
2019-2020;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0132211H;LYCEE PROFESSIONNEL JEAN LURCAT LYCEE DES METIERS DES STRUCTURES METALLIQUES ET DES SYSTEMES NUMERIQUES;13056;MARTIGUES;public;LP;87.5
2019-2020;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0132280H;LYCEE D ENSEIGNEMENT TECHNOLOGIQUE HENRY LEROY;13078;PORT SAINT LOUIS DU RHONE;privé sous contrat;LPO;88.9
2019-2020;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0132733A;LYCEE POLYVALENT ANTONIN ARTAUD;13213;MARSEILLE 13E ARRONDISSEMENT;public;LPO;104.6
2019-2020;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0133286B;LYCEE TECHNOLOGIQUE PRIVE BELSUNCE;13202;MARSEILLE 2E ARRONDISSEMENT;privé sous contrat;LEGT;69.5
2019-2020;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0133314G;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT LOUIS SAINTE MARIE;13043;GIGNAC LA NERTHE;privé sous contrat;LEGT;122.9
2019-2020;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0133555U;LYCEE GENERAL PRIVE AMI;13206;MARSEILLE 6E ARRONDISSEMENT;privé sous contrat;LEGT;125.5
2019-2020;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0133822J;LYCEE GENERAL PRIVE SAINT JEAN DE GARGUIER;13042;GEMENOS;privé sous contrat;LEGT;137.9
2019-2020;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0134101M;LYCEE TECHNOLOGIQUE PRIVE SAINT LOUIS;13215;MARSEILLE 15E ARRONDISSEMENT;privé sous contrat;LPO;60.8
2019-2020;CAEN;14;CALVADOS;0140004D;LYCEE GENERAL ALAIN CHARTIER;14047;BAYEUX;public;LEGT;118.4
2019-2020;CAEN;14;CALVADOS;0141175B;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE INSTITUT LEMONNIER;14118;CAEN;privé sous contrat;LEGT;117.8
2019-2020;CAEN;14;CALVADOS;0141193W;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DE NAZARETH;14228;DOUVRES LA DELIVRANDE;privé sous contrat;LP;107.5
2019-2020;CAEN;14;CALVADOS;0141197A;LYCEE PROFESSIONNEL PRIVE ORPHELINS APPRENTIS D AUTEUIL;14366;LISIEUX;privé sous contrat;LP;71.7
2019-2020;CAEN;14;CALVADOS;0141599M;LYCEE PROFESSIONNEL JEAN JOORIS;14225;DIVES SUR MER;public;LP;83
2019-2020;CAEN;14;CALVADOS;0141866C;LYCEE PROFESSIONNEL PRIVE INSTITUT LEMONNIER LYCEE DES METIERS DES SYSTEMES NUMERIQUES ET DE L ENERGIE;14118;CAEN;privé sous contrat;LP;93.1
2019-2020;CAEN;14;CALVADOS;0141867D;LYCEE PROFESSIONNEL PRIVE SAINTE URSULE LYCEE DES METIERS DU TERTIAIRE;14118;CAEN;privé sous contrat;LP;93.3
2019-2020;CAEN;14;CALVADOS;0142059M;LYCEE GENERAL VICTOR HUGO;14118;CAEN;public;LEGT;133.5
2019-2020;CAEN;14;CALVADOS;0142107P;LYCEE GENERAL CHARLES DE GAULLE;14118;CAEN;public;LEGT;124.4
2019-2020;CLERMONT-FERRAND;15;CANTAL;0150047V;LYCEE POLYVALENT PRIVE DE LA COMMUNICATION SAINT GERAUD;15014;AURILLAC;privé sous contrat;LPO;107.2
2019-2020;CLERMONT-FERRAND;15;CANTAL;0150760V;LYCEE POLYVALENT PRIVE GERBERT;15014;AURILLAC;privé sous contrat;LPO;100
2019-2020;POITIERS;16;CHARENTE;0160010Z;LYCEE GENERAL ET TECHNOLOGIQUE ELIE VINET;16028;BARBEZIEUX SAINT HILAIRE;public;LEGT;109.6
2019-2020;POITIERS;16;CHARENTE;0160036C;LYCEE PROFESSIONNEL JEAN CAILLAUD LYCEE DES METIERS DE L ENERGIE DE LA METALLURGIE ET DE LA VENTE;16291;RUELLE SUR TOUVRE;public;LP;78.9
2019-2020;POITIERS;16;CHARENTE;0160048R;LYCEE PROFESSIONNEL PIERRE ANDRE CHABANNE LYCEE DES METIERS DES SERVICES A LA PERSONNE ET AUX ENTREPRISES;16085;CHASSENEUIL SUR BONNIEURE;public;LP;84.4
2019-2020;POITIERS;16;CHARENTE;0160083D;LYCEE POLYVALENT PRIVE SAINT JOSEPH L AMANDIER;16358;SAINT YRIEIX SUR CHARENTE;privé sous contrat;LPO;87.2
2019-2020;POITIERS;17;CHARENTE-MARITIME;0170022G;LYCEE GENERAL ET TECHNOLOGIQUE MAURICE MERLEAU PONTY;17299;ROCHEFORT;public;LEGT;116.5
2019-2020;POITIERS;17;CHARENTE-MARITIME;0170025K;LYCEE PROFESSIONNEL GILLES JAMAIN;17299;ROCHEFORT;public;LP;89
2019-2020;POITIERS;17;CHARENTE-MARITIME;0170028N;LYCEE GENERAL ET TECHNOLOGIQUE JEAN DAUTET;17300;LA ROCHELLE;public;LEGT;128.7
2019-2020;POITIERS;17;CHARENTE-MARITIME;0170031S;LYCEE PROFESSIONNEL PIERRE DORIOLE LYCEE DES METIERS DES SERVICES A LA PERSONNE ET AUX ENTREPRISES;17300;LA ROCHELLE;public;LP;89.9
2019-2020;POITIERS;17;CHARENTE-MARITIME;0170098P;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT LOUIS;17284;PONT L ABBE D ARNOULT;privé sous contrat;LEGT;119.4
2019-2020;POITIERS;17;CHARENTE-MARITIME;0171405K;LYCEE POLYVALENT HOTELIER;17300;LA ROCHELLE;public;LPO;111
2019-2020;ORLEANS-TOURS;18;CHER;0180010N;LYCEE PROFESSIONNEL JEAN MERMOZ LYCEE DES METIERS DE L INDUSTRIE DU TERTIAIRE ET DU SERVICE A LA PERSONNE;18033;BOURGES;public;LP;77.4
2019-2020;ORLEANS-TOURS;18;CHER;0180036S;LYCEE POLYVALENT HENRI BRISSON LYCEE DES METIERS DE L INDUSTRIE ET DES SCIENCES APPLIQUEES;18279;VIERZON;public;LPO;98.1
2019-2020;ORLEANS-TOURS;18;CHER;0180561M;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINTE MARIE SAINT DOMINIQUE;18033;BOURGES;privé sous contrat;LEGT;122.1
2019-2020;ORLEANS-TOURS;18;CHER;0180571Y;LYCEE POLYVALENT PRIVE ST JEAN BAPTISTE DE LA SALLE;18033;BOURGES;privé sous contrat;LP;93.5
2019-2020;ORLEANS-TOURS;18;CHER;0180572Z;LYCEE PROFESSIONNEL PRIVE SAINT JOSEPH;18279;VIERZON;privé sous contrat;LP;86.8
2019-2020;LIMOGES;19;CORREZE;0190010H;LYCEE GENERAL ET TECHNOLOGIQUE GEORGES CABANIS;19031;BRIVE LA GAILLARDE;public;LEGT;114.9
2019-2020;LIMOGES;19;CORREZE;0190018S;LPO PUBLIC PIERRE CARAMINOT LYCEE DES METIERS DU GENIE CIVIL;19073;EGLETONS;public;LPO;108.2
2019-2020;LIMOGES;19;CORREZE;0190058K;LYCEE GENERAL PRIVE BOSSUET;19031;BRIVE LA GAILLARDE;privé sous contrat;LEGT;119.2
